,NaturalPersonID,ProductName,CreditSum,TypeOfWork,Employment,SignIP,sex,age,EducationStatus,otrasl_rabotodatelya,kolichestvo_rabotnikov_v_organizacii,OrgStanding_N,kolichestvo_detej_mladshe_18,LivingRegionName,Residence,IncomeDocumentKind,HaveSalaryCard,IsBankWorker,harakteristika_tekutschego_trudoustrojstva,ConfirmedMonthlyIncome (Target),month,day,year
675,B9B20A3B-5C91-4C8F-97C4-EA7B30694AB9,1,541352.98,0,3,0,1,40,5,28,4,1.5,1,15,2,1,0,1,2,122487.03,12,12,2018
676,CA76D100-DCDA-4882-9F79-81E7B8DA75DE,1,702500.0,0,3,0,2,59,5,13,2,0.583333,0,25,2,1,1,0,2,36680.5,12,13,2018
677,20E3B24D-FC8D-44B9-93CE-43F6A004B544,1,710000.0,0,1,0,1,38,3,18,1,5.0,2,6,1,0,0,0,2,57855.0,12,20,2018
678,F7B4BA7A-0F53-414C-BD0C-D731F54745B6,1,247229.59,0,1,0,2,31,3,18,3,3.0,2,4,1,0,0,0,2,36023.8,12,19,2018
679,46F26898-3025-49D4-87B2-642EB133C5BA,1,226632.0,1,1,0,1,59,3,18,2,1.333333,0,27,2,3,0,0,2,8084.26,5,28,2018
680,7DF75A65-3062-4884-8EA9-814ED0C058B4,2,31000.0,0,1,0,1,27,5,28,4,3.25,1,14,1,1,0,1,2,24982.36,12,19,2018
681,C612409B-BFB6-4BB4-80E0-F87B8FC48F16,1,500000.0,0,4,0,1,29,5,1,3,5.166666,0,15,2,1,1,0,2,37210.6,12,14,2018
682,6788FB68-C47D-49F2-9273-977C0044789C,1,114870.0,0,1,0,2,23,3,18,4,1.166666,0,14,1,1,1,0,2,26719.42,12,10,2018
683,4DDDB91A-7E12-4A91-852B-8BBE2EF6FE06,2,35000.0,0,4,0,1,31,5,28,4,2.833333,0,27,2,1,0,1,2,50451.0,12,7,2018
684,E95495EA-DD7E-4AF8-8F48-0B168CDBD25D,1,100000.0,0,1,0,1,27,5,28,4,1.5,0,6,2,1,0,1,2,24251.41,12,17,2018
685,EC9CB5D6-4FC3-4079-AF6A-041B2C96E82D,2,40000.0,0,1,0,2,25,5,18,4,2.083333,0,25,2,1,1,0,2,60635.7,12,14,2018
686,7CABE643-94F0-455D-9BE7-9335C1FDEC39,1,100000.0,0,1,0,1,22,4,28,4,1.583333,0,15,2,1,0,1,2,29686.01,12,28,2018
687,C09E4489-C43F-47BE-A13C-46CB99D2AC30,1,2000000.0,0,2,0,2,38,5,18,4,0.666666,1,41,2,0,0,0,2,120301.31,12,12,2018
688,6AFA9B7A-5E45-4F81-A113-92D0E98792C2,1,1500000.0,0,2,0,1,33,5,9,2,4.25,1,36,2,0,0,0,2,83956.87,12,6,2018
689,0D4F9119-B747-4202-BAE6-6483D71809BA,1,175000.0,1,1,0,1,34,5,18,4,3.0,2,10,1,0,1,0,2,39363.7,5,21,2018
690,C005D453-DEB2-4E1E-9A64-9AC9B5951019,2,31000.0,0,1,0,1,50,5,28,4,14.0,1,25,2,1,0,1,2,38049.4,12,14,2018
691,A9764088-B8C6-4D80-A52D-D446A5DDDBB0,1,562500.0,0,1,0,1,57,5,13,1,0.333333,0,20,2,1,1,0,2,16153.0,12,19,2018
692,2431B47A-8750-4037-8422-3D443C2ECFBF,1,105000.0,0,4,0,1,39,5,28,4,7.5,1,23,1,1,0,1,2,23495.78,12,29,2018
693,A0A6D809-B884-4952-9735-28DC5E35EA6A,1,600000.0,0,2,0,2,36,3,18,4,9.25,2,25,2,0,0,0,2,26723.82,12,21,2018
694,A325EC7A-2742-498D-A032-B03419B120BA,1,708000.0,0,2,0,2,56,3,18,3,36.0,0,44,1,0,0,0,2,34800.0,12,6,2018
695,0D3CB4F6-F860-4C67-A6DF-AAD7F47BED4C,1,701000.0,0,1,0,2,39,3,18,2,0.75,2,23,1,0,0,0,2,52723.51,12,21,2018
696,E8E6D140-677F-4DEF-8E2C-E796036A1EE7,1,200000.0,0,2,0,1,49,5,28,2,15.333333,0,44,1,1,0,1,2,30778.03,12,28,2018
697,491DF106-2142-4410-82D0-BC039CA1B2ED,1,708000.0,0,3,0,2,52,5,13,3,32.0,0,3,1,1,1,0,2,33167.9,12,14,2018
698,E807F6A3-E112-4A23-9E82-F33ECCB37511,1,669634.07,0,1,0,1,32,5,28,3,0.416666,0,15,2,1,0,1,2,62507.18,12,12,2018
699,94CE7E9B-B650-440F-8681-34DD881CE45B,1,500000.0,0,1,0,1,43,5,18,1,5.333333,0,10,2,0,1,0,2,27612.89,10,30,2018
700,64C80DE5-9D0E-470E-A076-274577FF09AC,2,31000.0,0,2,0,1,38,5,28,4,12.583333,2,2,1,1,0,1,2,38300.1,12,6,2018
701,7E3D697E-18B6-47D0-A997-48740B3A8B15,1,215000.0,0,4,0,1,29,5,23,3,10.0,0,15,2,1,1,0,2,25499.82,12,13,2018
702,0890704C-9061-4B40-AD14-2FFB7B88130D,1,614500.0,0,1,0,2,47,5,18,4,12.0,0,15,1,0,0,0,2,24011.92,12,17,2018
703,2C1CA9D0-4649-439A-978D-25ACCF6BB9F5,1,780100.0,0,1,0,1,40,5,13,2,12.0,1,27,2,1,1,0,2,34653.34,12,14,2018
704,E3593DA8-33CD-4977-A506-F17A4E0E9B54,2,50000.0,0,4,0,1,56,5,1,3,20.0,0,26,2,0,0,0,2,160088.1,11,19,2018
705,2A1E7435-58F1-40C5-A2B7-1FC4D839B034,1,459450.0,0,1,0,2,36,5,29,4,6.0,2,27,2,0,0,0,2,62551.79,12,19,2018
706,CD8C662B-AB24-4E3D-8BF9-1DF1C88F20E0,1,100000.0,0,1,0,1,46,3,0,3,3.916666,0,15,1,1,1,0,2,19131.17,12,19,2018
707,02AACA35-167C-467F-96A7-E48455B16A1E,1,135000.0,0,1,0,1,25,4,18,4,1.0,1,13,1,0,0,0,2,16275.53,12,18,2018
708,47651996-329B-4456-8960-EAD1AF0EBF1F,1,706000.0,0,1,0,2,42,4,18,4,14.083333,2,44,1,0,0,0,2,44412.73,12,12,2018
709,EC670727-3F47-4E73-8D3F-3A03F8A6D9F4,1,701000.0,0,1,0,1,27,6,23,2,1.166666,0,15,2,0,0,0,2,39150.0,12,21,2018
710,736CA90E-B89B-408F-8F2C-D9A800D97A1C,2,31000.0,0,1,0,1,40,5,30,4,21.0,1,44,2,1,1,0,2,46698.23,12,10,2018
711,872D3EDA-1F05-49EE-8671-67BFC68A09DC,1,161438.0,0,2,0,2,39,3,18,2,6.5,1,37,1,3,0,0,2,39750.0,12,20,2018
712,A44697D5-7544-4E56-93C8-BB5D7259B120,1,626407.91,0,1,0,2,59,3,18,3,0.916666,0,26,2,0,0,0,2,18023.53,12,10,2018
713,20E83850-91BB-40D0-9C15-B0ABE952059E,1,800000.0,0,1,0,1,37,5,13,2,15.0,3,3,1,0,0,0,2,24590.34,12,18,2018
714,144D72A8-8794-4536-BBFA-0901AA6BA6AB,1,800000.0,0,1,0,2,37,5,13,2,15.0,3,3,1,0,0,0,2,30925.66,12,18,2018
716,5BB36586-91F2-4F24-AA56-3D8980861D02,2,50000.0,0,1,0,1,49,5,9,4,1.833333,0,14,2,1,1,0,2,40387.95,12,11,2018
717,011D0C0E-DEB0-43EC-84FC-C965F38F317C,1,283152.25,1,1,0,2,49,3,24,3,6.0,0,28,2,0,0,0,2,31420.78,5,17,2018
718,5213B267-ABBA-4B26-B5A8-09770D2BCC17,2,31000.0,0,1,0,2,23,3,18,3,2.333333,0,15,1,1,1,0,2,30410.27,12,21,2018
719,84DCB020-D84F-4715-9878-F3448A3A9375,1,900000.0,0,1,0,2,32,3,18,3,12.583333,2,2,1,0,0,0,2,44599.16,12,17,2018
720,F6321506-BE3C-4D59-A61F-4B4329B686A7,1,701000.0,0,1,0,1,43,3,5,2,19.0,1,23,1,0,0,0,2,19994.38,12,18,2018
722,4936BA68-A664-409A-80F6-AA531A45310B,1,1493188.16,0,2,0,2,44,5,1,4,23.0,1,15,2,0,0,0,2,66723.74,12,20,2018
723,A04ED560-00C0-47A2-8345-7C1FBF84B8B2,2,31000.0,0,3,0,2,49,5,18,1,6.0,0,36,2,3,0,0,2,80040.0,12,6,2018
724,5DF1EFB7-77B1-4291-BBDC-1FA862185A91,1,606700.0,0,1,0,2,47,5,13,2,24.0,1,4,1,1,1,0,2,40228.17,12,12,2018
725,94190092-1E0E-4E96-904D-66191B0F454E,1,52500.0,1,1,0,2,32,3,9,4,1.166666,2,14,1,1,1,0,2,35730.02,5,25,2018
726,00B448C5-1F60-485B-97F4-37E6DD5B0207,1,553000.0,0,1,0,2,55,3,18,4,6.916666,2,25,1,0,0,0,2,34654.14,12,7,2018
727,5B1F141F-7086-4BEE-B8C6-063775B203EC,2,31000.0,0,1,0,1,43,5,28,4,10.833333,1,3,1,1,0,1,2,31972.29,12,21,2018
728,ACABC3B9-150E-4321-B954-12BC7A88EEB9,1,508000.0,0,1,0,2,33,3,18,4,10.0,2,44,1,0,0,0,2,30836.42,12,12,2018
729,E458272F-DBBC-49D8-9019-921A92199ECB,1,207000.0,0,1,0,1,51,2,23,1,5.0,0,37,2,3,0,0,2,15225.0,12,10,2018
730,ACAEC136-F588-42ED-8E1F-22BD86BA1C5A,2,31000.0,0,1,0,1,43,3,5,3,7.166666,0,1,1,1,1,0,2,21838.42,12,26,2018
731,9ADE94A4-60B9-4B54-BB2C-B3C2CD33C583,1,474000.0,0,1,0,2,44,3,18,4,17.166666,0,1,2,0,0,0,2,43689.21,12,15,2018
732,A680CA49-3A69-45ED-8515-B935589D0F50,1,587500.0,0,1,0,2,58,3,16,4,39.0,0,11,2,0,0,0,2,36931.26,12,25,2018
733,56CDCCBE-7A1F-4BD7-96EC-356C1273D293,2,50000.0,0,1,0,2,31,5,18,3,5.75,0,18,2,1,1,0,2,49454.86,12,20,2018
734,866715F0-0730-4845-B510-9A31B31BA7AC,2,50000.0,0,1,0,2,41,3,24,4,5.0,1,15,2,0,1,0,2,33772.96,12,17,2018
735,9998A8B9-6332-4A8B-A7C7-CD8B5D14FEA4,1,600000.0,0,1,0,1,43,5,11,1,2.166666,1,37,2,3,0,0,2,37555.0,12,3,2018
736,3B55365E-7CC7-463C-8CC2-E736353F074F,1,1375000.0,0,4,0,2,35,6,18,2,6.75,3,18,2,0,0,0,2,103100.0,12,6,2018
737,A5B9D0D7-CFA7-47C4-AAF8-2EA3447F1A01,1,515000.0,0,1,0,1,55,5,18,3,10.0,0,15,2,1,1,0,2,31315.74,12,11,2018
738,1A693C06-56FC-4FAD-B25F-F9019809BEB1,1,500000.0,0,2,0,1,39,5,28,4,11.0,1,27,2,1,0,1,2,58212.5,12,19,2018
739,DF5625BD-18F6-43C6-97D4-666C896CC42B,1,500000.0,1,3,0,1,45,5,18,3,20.0,1,23,1,1,1,0,2,40729.33,5,30,2018
740,0B1EADBD-EB3C-4085-A7A1-6A3A5D7E46D8,1,939500.0,0,2,0,2,39,5,23,3,8.166666,1,15,2,0,0,0,2,93307.73,9,19,2018
741,0A7F506A-B32F-44FF-BC37-D55C8AA6E586,1,512000.0,0,4,0,1,35,5,28,4,6.0,0,15,1,1,0,1,2,39184.71,12,13,2018
742,FEC77230-0C1F-430A-B8F6-F67FD278530D,1,105000.0,0,1,0,2,27,5,29,4,9.333333,0,15,2,0,0,0,2,28768.84,12,20,2018
743,1301FFB0-A76F-4CCE-A72B-68A167747532,1,107500.0,0,1,0,2,30,3,0,3,1.666666,0,32,1,1,1,0,2,54228.91,11,9,2018
744,94BE1D13-2243-4914-88AC-4254B54F1305,1,522334.66,0,1,0,1,33,3,18,2,2.0,4,3,2,0,0,0,2,32913.14,9,25,2018
745,6BD1C2B6-4774-4D53-8817-84FAA89476C6,1,550000.0,0,1,0,2,40,2,18,2,14.0,1,15,1,1,1,0,2,38751.18,12,17,2018
746,E6DCB761-9EDC-4507-9FC5-604B5478A939,1,500000.0,0,1,0,2,57,3,18,2,3.0,0,23,1,0,1,0,2,20445.0,12,11,2018
747,F8D469C1-A769-483D-B86E-4FBD5C950222,1,377400.0,0,3,0,2,34,5,18,1,0.333333,3,15,1,1,1,0,2,36990.49,12,10,2018
748,845890CF-0769-4954-BBF3-F5E7308DF401,1,458250.0,0,1,0,2,26,3,30,4,2.0,0,15,2,1,1,0,2,36118.16,12,25,2018
749,3A3AF07F-680D-4C7E-81D8-EA6AF5694A44,1,168750.0,0,4,0,1,43,5,13,3,6.333333,1,15,1,1,1,0,2,36609.71,12,19,2018
750,029E38EB-A8AB-4B13-A45D-16E564AFD78A,1,1232000.0,0,1,0,2,58,3,24,4,24.833333,0,15,1,0,0,0,2,77636.78,12,6,2018
751,2B3932F3-17A4-4938-B784-672D3278FE34,1,453375.0,1,1,0,2,39,3,12,4,5.0,4,4,2,0,0,0,2,52935.54,6,1,2018
753,956BFA63-A24B-4732-A73B-BF26E51A1E47,1,1547875.1,0,2,0,1,40,5,18,2,3.916666,3,25,1,0,1,0,2,50478.5,12,20,2018
754,B514A837-ECE8-43FD-9183-4030C18AC7D0,1,712125.0,0,1,0,2,55,3,8,4,3.75,0,14,1,0,0,0,2,39303.43,8,1,2018
755,4FEBBD7D-A483-493C-99EE-D5ADBD44ED4D,1,636000.0,3,3,1,2,30,5,18,1,1.083333,1,38,2,3,0,0,2,60357.0,12,13,2018
756,2338C022-69C5-4189-A6EF-209C0E57B98C,2,100000.0,0,3,0,2,28,5,20,4,9.0,1,15,2,1,1,0,2,132663.88,12,12,2018
757,B663968E-DC8D-4BDA-8040-675DC22CE065,1,300000.0,1,1,0,2,32,5,28,1,3.0,1,37,1,1,0,1,2,21040.82,5,31,2018
758,DB2B9FB7-9973-419D-A72A-CFB8C823E9AB,1,459000.0,1,1,0,1,36,5,1,2,9.0,1,10,2,1,1,0,2,47629.05,6,18,2018
759,C35405F1-010F-43DB-A1B0-5C863D61F975,1,506250.0,0,3,0,2,38,5,13,2,16.0,1,25,2,1,1,0,2,31372.1,12,11,2018
760,77BB52C8-FF8A-4F7B-A989-6783FB5324BE,1,499375.0,1,2,0,2,38,5,23,3,4.0,3,29,2,0,0,0,2,117102.8,5,21,2018
761,DA66EB6D-D272-47D8-98F1-45248CC865CA,2,95768.44,0,1,0,2,29,5,28,4,1.583333,1,24,2,1,0,1,2,90018.52,12,6,2018
762,0959454F-FA59-4E82-9D0D-DA40E3A80073,1,340875.0,0,1,0,2,22,3,18,4,0.666666,0,44,1,0,0,0,2,33435.16,8,2,2018
763,A1507B4A-8A9D-4C63-B62A-636896C44E7D,1,520413.9,0,1,0,1,38,5,1,1,7.0,2,6,2,1,1,0,2,36520.87,12,20,2018
764,62869FE6-FA0D-4229-BB33-F76CD66505F8,1,400000.0,0,1,0,2,32,5,18,4,5.083333,2,41,2,0,0,0,2,40352.2,10,29,2018
765,557026EF-7FC5-446D-AC3E-B01D6AE07B8B,1,592435.0,0,4,0,1,52,5,12,4,20.0,0,27,2,0,0,0,2,41076.07,12,25,2018
766,D288981D-9800-4BEF-B90A-821A4733109D,2,200000.0,0,1,0,1,57,3,29,3,2.333333,0,26,1,0,0,0,2,27419.67,12,6,2018
767,5D335D87-2A43-4021-9457-FCCE4A73F49B,1,764500.0,0,1,0,1,57,5,18,4,16.0,0,27,2,1,1,0,2,34235.97,10,22,2018
768,3EFE8C63-79BD-4835-A4F3-F3414590703E,1,704000.0,0,2,0,2,30,5,18,4,12.0,2,14,2,0,0,0,2,123134.22,12,21,2018
769,FA8AFC32-6ECD-4905-A6F7-B8036646674A,1,160000.0,0,1,0,2,51,5,13,4,4.0,0,37,2,0,0,0,2,23562.34,12,7,2018
770,7725956D-6F20-4994-A4B7-437D96BC7BD5,1,1685000.0,0,1,0,2,28,5,18,4,1.25,0,41,1,0,0,0,2,76635.0,12,21,2018
771,1BFFBD44-5C88-4CC2-8CE7-663E4F20CCD0,1,704200.0,0,1,0,2,32,5,2,4,8.0,0,25,2,1,1,0,2,61124.6,12,13,2018
772,0CB6CD7D-59BF-434E-862F-67A816328618,1,754185.32,0,1,0,2,35,3,8,4,6.0,1,13,2,0,0,0,2,36759.4,12,7,2018
773,92B145CC-08BF-4E4E-8283-6840DCDE2CEB,1,231400.0,1,1,0,1,51,3,1,3,17.0,0,44,1,1,1,0,2,7689.14,5,25,2018
774,96CB21AF-190D-4D8E-BB33-6840FFB503AC,1,1000000.0,1,2,0,1,33,5,30,4,10.0,2,15,2,1,1,0,2,72746.74,5,30,2018
775,6EBE2A18-86AE-450D-AB01-68422E7B50EC,1,1000000.0,1,1,0,2,36,5,18,4,2.5,1,27,2,0,0,0,2,76825.92,5,30,2018
776,37C71E35-FC9D-49C9-BEA0-F4D263227E10,1,1149500.0,0,1,0,2,53,3,8,4,32.833333,0,25,1,0,0,0,2,52475.29,12,25,2018
777,D42E426D-3911-4822-9287-12FAD81A2CE8,1,855000.0,0,1,0,1,30,3,9,4,11.0,0,43,2,0,0,0,2,44915.36,12,7,2018
779,CF89BEE6-EB38-4881-A4E2-B653DCC36C98,1,102708.0,0,2,0,1,46,5,27,1,0.666666,0,15,2,1,1,0,2,22411.05,8,27,2018
780,7375BD35-5EBA-4717-8914-72CF63D69A27,1,1071000.0,0,2,0,2,33,4,24,2,10.0,0,15,2,1,1,0,2,38601.39,7,25,2018
782,7E36A17E-8CAA-4B2F-93BC-40CCFA9DE21E,1,100000.0,0,2,0,2,33,5,28,4,6.0,3,44,2,1,0,1,2,48812.38,12,12,2018
783,E83F56A8-5A7A-4532-833C-DAEE1C373FE8,1,450000.0,0,1,0,2,32,5,23,2,3.0,0,26,2,0,0,0,2,47956.0,12,6,2018
784,7A5E3DA6-11AD-4745-A047-B29976D27566,1,324100.0,0,1,0,1,46,5,18,2,24.0,1,19,2,1,1,0,2,36855.73,12,29,2018
785,33BAA28C-FF19-47D2-A521-FF523E1E04D6,1,493500.0,0,4,0,2,36,5,17,4,10.833333,1,41,2,0,0,0,2,48107.45,12,25,2018
786,ED73384D-B7AB-4A95-9151-A339CD3609B0,1,100000.0,0,1,0,1,21,3,28,4,2.5,0,15,1,1,0,1,2,25759.04,11,21,2018
787,A6DCC132-7B4B-4B2F-9204-B9C39DFF4A6A,1,606700.0,0,1,0,2,32,3,30,3,9.0,2,4,1,0,0,0,2,45105.93,12,24,2018
788,47FB95F8-1F5F-4392-A415-53871472AE8E,1,754543.64,0,1,0,2,25,3,18,4,4.0,0,16,2,0,0,0,2,33198.11,12,6,2018
789,37068CD8-9FF6-4388-9B62-16C31052A9E5,1,570000.0,0,3,0,2,35,5,13,2,1.5,0,25,2,0,1,0,2,40889.17,12,18,2018
790,78067CAB-615B-4031-93FE-F48161B7F730,1,900000.0,0,1,0,1,30,5,13,2,8.333333,0,3,1,1,1,0,2,32143.24,12,17,2018
791,6264038A-C6C1-4E17-9832-CCF9B86D318B,1,500000.0,0,1,0,1,31,5,28,4,5.0,2,15,2,0,0,1,2,51142.52,9,28,2018
792,43969B9B-EFEE-4C11-9E75-81296AA813AA,2,50000.0,0,2,0,2,26,3,1,4,2.25,0,9,2,0,0,0,2,33533.73,11,27,2018
793,1B38C43B-D7E0-4445-8CC5-8129C3E1AC0E,2,50000.0,0,1,0,1,35,3,2,3,4.5,2,14,2,0,0,0,2,11672.04,11,30,2018
794,5EEDFF29-4E3D-4ADA-9EAF-539CE619AA66,1,356613.0,0,1,0,1,35,3,29,3,10.0,0,4,1,0,0,0,2,32353.18,12,25,2018
795,9F8E8F0A-E691-4606-8192-3E5DD04CC335,1,120399.0,0,1,0,1,55,5,3,2,34.0,0,14,2,0,0,0,2,30978.81,12,24,2018
796,11E6F2AF-F6B7-412A-924E-277BCEA29A2E,2,0.0,0,1,0,1,26,5,28,4,3.166666,0,15,2,1,0,1,2,28101.97,11,22,2018
797,B8825DDA-CF55-4E15-BE1F-CE0610F93FA7,1,528750.0,0,1,0,1,47,5,13,1,9.0,0,15,1,1,1,0,2,21863.43,9,11,2018
798,02F6618B-E854-460A-917E-A6757CE9227D,1,750000.0,0,2,0,1,47,5,18,2,10.0,1,15,2,0,0,0,2,153892.98,12,24,2018
799,FC47D457-FD0A-4568-BAE2-E8BAE40EB22B,1,500000.0,0,1,0,1,28,5,18,1,1.583333,2,42,2,3,0,0,2,43062.5,12,12,2018
800,F06D1A43-9378-4352-977F-0AF3853683A9,1,1077769.06,0,3,0,1,46,5,18,2,8.583333,0,18,2,3,0,0,2,70035.0,12,27,2018
801,4469F3F0-981F-434B-9EB3-AADF65561195,1,646200.0,0,4,0,2,32,5,1,3,5.0,2,15,2,1,1,0,2,38807.97,10,29,2018
802,8D42E344-328B-44CD-A2EF-020797BFBC33,1,361230.69,0,1,0,1,59,3,18,2,18.0,0,13,2,0,0,0,2,10750.61,12,24,2018
803,5A0A8EEB-65A8-4AD8-B854-CE3BFE7EDD1B,1,675000.0,0,1,0,2,28,5,0,4,1.333333,0,31,2,1,1,0,2,65780.4,12,13,2018
804,EE4AE767-AF60-4692-96A0-4A502A450125,2,50000.0,0,1,0,1,33,5,18,3,11.0,1,42,2,1,1,0,2,20794.55,12,11,2018
805,F41D4BD0-BB3C-400E-BD10-8DF0E69B8C94,1,562500.0,1,1,0,2,54,5,29,4,0.25,0,27,2,1,1,0,2,39098.71,4,11,2018
806,E534B23F-F39F-41CE-BEB4-E5B22B7C37FB,1,600000.0,0,3,0,2,34,5,18,2,7.083333,1,3,2,1,1,0,2,43277.78,12,25,2018
807,16181780-CA4F-4183-B901-6795FA5ECEA9,1,184475.0,0,1,0,2,38,3,18,4,2.166666,1,41,1,0,0,0,2,43425.23,12,24,2018
808,731672BE-1578-4EA3-90D0-DE275843845A,2,31000.0,0,1,0,1,50,3,8,4,27.0,0,35,2,0,0,0,2,31489.43,12,27,2018
809,B0C2DE4E-5C7A-46F4-BF60-C17A4A74F89B,1,1824000.0,0,1,0,2,34,3,18,4,15.0,0,41,2,0,0,0,2,92840.0,12,6,2018
811,14F7C7E4-DA25-49F2-B599-8E94B52BEB1A,2,31000.0,0,3,0,1,40,5,13,2,21.0,1,4,2,1,1,0,2,38649.29,12,14,2018
813,ABF17DC0-B624-44CA-AAD8-8950B2E2D69A,1,949982.21,0,1,0,2,49,3,24,4,30.0,1,11,1,0,0,0,2,31293.38,12,11,2018
814,7FC9C32E-B0A9-4714-8C4B-5F9E9E2F7D2B,1,500000.0,0,1,0,1,50,3,2,4,32.0,0,15,2,0,0,0,2,31571.01,12,19,2018
815,E2CD0343-BF43-4FC9-A8F9-7F4A96351904,1,500000.0,0,2,0,1,38,5,13,2,11.083333,1,25,2,1,1,0,2,47580.54,12,12,2018
816,94ADBC42-A1C5-4686-B642-A38A9D23B62B,1,562500.0,0,1,0,2,44,3,16,4,4.5,1,15,1,1,1,0,2,35560.57,12,10,2018
817,8996F7CF-67A5-4280-A50D-CE83ED6ACA79,1,878000.0,0,1,0,2,43,3,18,4,5.0,1,44,1,0,0,0,2,46027.0,12,24,2018
818,15A76B03-8BFF-400E-867C-639BB4B06B39,1,1478367.87,0,3,0,2,48,5,18,2,29.0,1,44,2,1,1,0,2,58129.67,12,11,2018
819,DCF4E9BE-78C4-42B8-980D-1CE654ECF39E,1,701000.0,0,1,0,2,59,3,12,4,1.416666,0,30,2,0,0,0,2,25822.39,12,17,2018
820,9179AA41-A3EF-4AB8-B5A9-7B1F4BC62CD6,1,120000.0,0,1,0,2,30,5,4,4,0.583333,0,15,2,3,0,0,2,60000.0,12,13,2018
821,2F0652C4-B1E9-4D6F-83FC-10E3266C76EC,2,50000.0,0,1,0,2,23,3,9,4,0.583333,0,14,1,1,1,0,2,37813.5,12,21,2018
822,2412FAEA-6F0F-45A2-8342-8A2E3372D022,1,200000.0,0,1,0,1,46,2,16,3,3.75,0,42,1,0,0,0,2,15971.48,12,14,2018
823,72F19712-5B7F-477B-AC07-777AD6625B13,1,436135.88,0,1,0,2,42,3,18,3,11.0,0,42,1,0,0,0,2,17220.65,12,13,2018
824,4BB24537-96D9-436D-9EFF-69F7B9759856,1,705800.0,0,1,0,1,42,3,18,1,2.5,0,26,2,3,0,0,2,30545.0,12,7,2018
825,081CA0AA-0C12-4A82-98E2-BED87482E278,1,450000.0,0,3,0,2,32,5,2,3,0.5,2,25,2,0,1,0,2,48178.8,12,20,2018
826,58E2A70F-EC0F-46CC-A28E-43D7658CAD6E,1,458000.0,0,1,0,2,46,5,21,3,24.0,1,3,1,0,0,0,2,17527.19,12,17,2018
829,0441A950-A8F9-45B9-84C0-9EA3D071F5EC,2,50000.0,0,4,0,2,26,6,18,3,3.416666,0,15,2,1,1,0,2,32075.93,11,12,2018
830,E5457223-8B97-4503-8C6E-66469CFAF6DD,1,199632.0,0,1,0,2,24,3,21,4,0.5,0,44,1,0,1,0,2,37100.41,9,24,2018
831,C75F51B6-9815-4D66-B753-FB0D59EAB565,1,678353.0,0,1,0,2,26,3,18,4,0.25,1,41,1,1,1,0,2,46104.91,7,30,2018
833,F9D61D1B-5A59-4DB3-9D52-810B5C291F11,2,100000.0,0,1,0,1,34,5,18,4,9.0,2,25,2,0,0,0,2,22050.46,12,20,2018
834,8589C9C8-0D61-40C3-B9C6-1B1843E4BD1E,1,600000.0,0,2,0,2,29,5,8,3,1.416666,1,15,2,0,0,0,2,73370.88,8,19,2018
835,68238300-4977-475B-B9C7-C8DC08A635E6,1,110725.0,1,1,0,1,46,5,1,1,3.0,0,4,1,1,1,0,2,19945.23,4,24,2018
836,4BEF9D92-6533-4D12-A373-6C4FF36CDEF8,1,600000.0,1,1,0,2,25,4,18,2,1.25,1,29,2,3,0,0,2,65441.67,5,29,2018
837,EF0CBC6B-BB98-4091-BC8C-6C777084FA81,1,80000.0,1,1,0,2,23,5,28,4,0.75,0,15,2,1,0,1,2,20114.78,5,28,2018
838,E9472E54-F376-4758-805F-3FB7958A23B4,1,486975.0,0,4,0,1,49,3,2,4,30.0,1,20,1,1,1,0,2,28729.13,7,26,2018
839,D604BB7D-F5C9-4482-9AB8-64E094EFC40C,2,50000.0,0,1,0,2,24,3,0,3,0.25,0,37,2,1,1,0,2,7283.66,12,4,2018
840,F4BF9295-8C42-40C6-A545-728F30FB2AD3,1,600000.0,1,1,0,2,50,3,18,2,3.0,0,25,2,0,0,0,2,35487.46,5,28,2018
841,DCC4146D-389C-4657-B543-13A3544F3FF3,1,106344.0,0,1,0,2,38,5,18,4,11.0,0,27,2,0,0,0,2,21205.89,10,18,2018
842,EA27FD83-E197-4F83-9198-2AE1A9F06DD4,1,957275.76,0,1,0,1,48,5,18,4,4.0,0,25,2,1,1,0,2,26540.73,10,25,2018
843,57B203AC-6093-440D-A55F-B31A96BDF5EB,2,35000.0,0,4,0,2,32,3,5,1,4.0,0,7,2,1,1,0,2,27658.73,12,10,2018
844,1F9A460E-7289-48DF-963A-6D9A7BE0F841,1,84000.0,1,1,0,2,24,3,3,2,1.083333,0,15,2,0,0,0,2,31400.96,5,23,2018
846,B8A44A22-A653-4C66-9CCA-B23477D0985B,2,200000.0,0,1,0,1,24,5,18,2,2.0,0,18,2,0,0,0,2,13000.0,11,15,2018
847,042FCA24-07D0-40A4-940E-9A59209522F0,2,31000.0,0,1,0,2,33,5,30,4,5.0,0,25,2,1,1,0,2,63018.64,10,15,2018
848,ADEC31B8-575E-488B-A889-A688EA3C218C,2,300000.0,0,1,0,2,30,3,18,2,2.333333,0,43,2,0,0,0,2,105458.79,11,8,2018
849,C033A1DF-0D74-49E9-A33E-C7A9123A741C,1,190000.0,1,2,0,1,27,5,28,4,0.666666,1,15,2,1,0,1,2,72473.2,7,5,2018
850,C0977CB2-E288-4C40-98CB-98287E6880C3,2,31000.0,0,1,0,1,44,2,18,3,2.666666,1,26,2,3,0,0,2,38000.0,12,4,2018
